epoch: 1 loss: tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.1704, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(113440.8125, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2327, device='cuda:0', grad_fn=<MseLossBackward0>)
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
1
1
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
1
1
1
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
  0%|          | 0/79 [00:00<?, ?it/s]
Iterating through:  /home/robot-lab/data/Data/MicroOpener
Iterating through:  /home/robot-lab/data/Data/MicroOpener/Courant
Iterating through:  /home/robot-lab/data/Data/MicroOpener/Courant/Env1
Total number of trajectories:  8
total number of train trajectories:  8
total number of test trajectories:  0
100%|██████████| 79/79 [00:00<00:00, 182.31it/s]
100%|██████████| 80/80 [00:00<00:00, 196.42it/s]
100%|██████████| 92/92 [00:00<00:00, 197.20it/s]
100%|██████████| 90/90 [00:00<00:00, 193.69it/s]
100%|██████████| 96/96 [00:00<00:00, 184.21it/s]
100%|██████████| 98/98 [00:00<00:00, 177.41it/s]
100%|██████████| 90/90 [00:00<00:00, 185.05it/s]
100%|██████████| 84/84 [00:00<00:00, 177.53it/s]
100%|██████████| 98/98 [00:00<00:00, 181.07it/s]
100%|██████████| 97/97 [00:00<00:00, 201.24it/s]
100%|██████████| 89/89 [00:00<00:00, 202.81it/s]
100%|██████████| 87/87 [00:00<00:00, 202.48it/s]
100%|██████████| 80/80 [00:00<00:00, 202.08it/s]
100%|██████████| 81/81 [00:00<00:00, 203.83it/s]
100%|██████████| 86/86 [00:00<00:00, 203.75it/s]
100%|██████████| 83/83 [00:00<00:00, 204.01it/s]

100%|██████████| 99/99 [00:00<00:00, 202.97it/s]
0.0972581387853404
0.281400028755251
(0,)
(99, 1, 7)
(7, 99)
(99, 7)
(99, 7)
Iterating through:  /home/robot-lab/data/Data/MicroOpener
Iterating through:  /home/robot-lab/data/Data/MicroOpener/Courant
Iterating through:  /home/robot-lab/data/Data/MicroOpener/Courant/Env1
Total number of trajectories:  8
total number of train trajectories:  8
total number of test trajectories:  0
Total number of val trajectories:  1
100%|██████████| 79/79 [00:00<00:00, 225.17it/s]
100%|██████████| 80/80 [00:00<00:00, 191.12it/s]
100%|██████████| 92/92 [00:00<00:00, 201.37it/s]
100%|██████████| 90/90 [00:00<00:00, 214.54it/s]
100%|██████████| 96/96 [00:00<00:00, 182.21it/s]
100%|██████████| 98/98 [00:00<00:00, 221.38it/s]
100%|██████████| 90/90 [00:00<00:00, 204.68it/s]
100%|██████████| 84/84 [00:00<00:00, 200.97it/s]
100%|██████████| 98/98 [00:00<00:00, 185.99it/s]
100%|██████████| 97/97 [00:00<00:00, 206.70it/s]
100%|██████████| 89/89 [00:00<00:00, 219.69it/s]
100%|██████████| 87/87 [00:00<00:00, 218.93it/s]
100%|██████████| 80/80 [00:00<00:00, 223.25it/s]
100%|██████████| 81/81 [00:00<00:00, 205.54it/s]
100%|██████████| 86/86 [00:00<00:00, 219.02it/s]
100%|██████████| 83/83 [00:00<00:00, 200.42it/s]
100%|██████████| 99/99 [00:00<00:00, 180.72it/s]
[-1.65969211e-03  1.78176055e-03  4.28184121e-04  1.06313849e-03
 -1.69119069e-03  1.82573215e-05  6.80866514e-01]
[0.00826402 0.01361875 0.00387819 0.00611709 0.01721554 0.00971739
 0.39525879]
(99, 7)
(99, 7)
(99, 7)
(99, 7)
(99, 7)
(99, 7)
(99, 7)
(99, 7)
(99, 7)
[-1.87651669e-03  1.89859174e-03  6.87472097e-04 -7.50705258e-05
 -3.67954900e-04  5.61803911e-04  7.92005751e-01]
[0.00836793 0.01512658 0.00522044 0.0077966  0.01683288 0.01046523
 0.35913091]
(1410, 7)
(3290, 3)
(1410, 7)
(1410, 7)
